Subject,Start Date,End Date,Location,Country,Venue,Tutorial Deadline,Talk Deadline,Website URL,Proposal URL,Sponsorship URL
PyCon DE,2027-04-20,2027-04-22,"Heidelberg, Germany",DEU,HCC HEidelberg Congress Center,,,https://2027.pycon.de,https://2027.pycon.de,https://2027.pycon.de
